Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
19-25,Erkek,?stanbul,Bekar,Lisans,1,Hizmet Sektörü,Staj,1,4,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar",1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Her gun,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,Y?lda birkaç kere,Y?lda birkaç kere,,Ayda birkaç kere,Ayda birkaç kere,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Her Zaman,Her Zaman,S?k S?k,Her Zaman,S?k S?k,Her Zaman,Arada Bir,Her Zaman,Her Zaman,Arada Bir,Her Zaman,Reklamlar;Ürün kataloglar?,Evet,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?,1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,Ayda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Arada Bir,Bazen,S?k S?k,S?k S?k,S?k S?k,Bazen,Arada Bir,Arada Bir,Arada Bir,S?k S?k,S?k S?k,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Hay?r,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,1,Finansal hizmetler,Staj,1,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Otomobil Aksesuarlar?;Finansal Hizmetler / Sigorta Al?m?",1 Saatten az,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Her gun,Haftada birkaç kere,Her gun,,,,,,,,,,,,,,,,Her gun,,,,Banka Kart?;Kredi Kart?,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Arada Bir,Arada Bir,Her Zaman,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,?stanbul,Evli,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama),1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?;EFT / Havale;Kap?da Ödeme,Hiçbir Zaman,Bazen,Bazen,Arada Bir,Hiçbir Zaman,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Hay?r,Hay?r,
19-25,Erkek,Edirne,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Evcil Hayvan Ürünleri;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,1-3 Saat,Haftada birkaç kere,Haftada birkaç kere,Ayda birkaç kere,,Ayda birkaç kere,Ayda birkaç kere,,,,,,,,Ayda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Bazen,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Fiyat kar??la?t?rd?m
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,6-12 Ay,2,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,3-5 Saat,Y?lda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Bazen,Bazen,S?k S?k,Arada Bir,Arada Bir,Bazen,Arada Bir,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,"Fiziksel magazada bulunmayan deneyemeyecegim bir urun icin benzer kalitede olan diger markalarla fiyat karsilastirmasi yaptim, online alisveris sirasinda kullanabilecegim bir promosyon kodu var mi diye kontrol ettim. "
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik,1 Saatten az,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Bazen,S?k S?k,Bazen,Her Zaman,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Teknoloji / Elektronik;Çevrimici E?itim,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Ayda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,Y?lda birkaç kere,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Bazen,S?k S?k,S?k S?k,Arada Bir,Hiçbir Zaman,S?k S?k,Arada Bir,S?k S?k,Arada Bir,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün üzerindeki bilgi etiketleri,Evet,Evet,
19-25,Kad?n,Ankara,Bekar,Lisans,0,,,,1,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,Ayda birkaç kere,,,,,,,,,,Kredi Kart?,S?k S?k,S?k S?k,Her Zaman,Her Zaman,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Internetten ayni marka urunun fiyat karsilastirmasini yaptim
19-25,Erkek,Adana,Bekar,Lise,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha fazla ürün seçene?i,Yemek Sipari?i;Teknoloji / Elektronik;Giyim / Ayakkab?,1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,,Ayda birkaç kere,,,,,Ayda birkaç kere,,,,,,,,Kredi Kart?,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Her Zaman,Bazen,Arada Bir,Bazen,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Ürün üzerindeki bilgi etiketleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Turkiyede güvenilir adi duyulmus bir site oldu?u için arastirmaya gerek duymadim.
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Hizmet Sektörü,Yar? Zamanl?,2,3,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama)",1 Saatten az,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?,S?k S?k,S?k S?k,Bazen,Bazen,Bazen,S?k S?k,S?k S?k,S?k S?k,Bazen,Arada Bir,Hiçbir Zaman,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,
26-35,Erkek,?stanbul,Bekar,Lisans,1,Teknoloji,Tam Zamanl?,3,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Teknoloji / Elektronik;Çevrimici E?itim;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,Her gun,Her gun,,,,Kredi Kart?,Hiçbir Zaman,Arada Bir,Arada Bir,Bazen,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
26-35,Erkek,?stanbul,Evli,Yüksek Lisans,1,H?zl? Tüketim Ürünleri,Tam Zamanl?,10,4,6 Aydan Az,1,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Anne / Bebek / Oyuncak;Ev E?yalar?;Seyahat(Ula??m / Konaklama)",5 saatten fazla,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Kredi Kart?,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Forumlardan ve teknoloji sitleerinden incelemelere baktim
36-45,Erkek,?stanbul,Bekar,Yüksek Lisans,1,Finansal hizmetler,Tam Zamanl?,16,5,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Haftada birkaç kere,,Y?lda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,,Ayda birkaç kere,Ayda birkaç kere,,,Haftada birkaç kere,Kredi Kart?,Her Zaman,Hiçbir Zaman,S?k S?k,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Her Zaman,Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Evet,Hay?r,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,6-12 Ay,2,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Evcil Hayvan Ürünleri;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;EFT / Havale,Bazen,Hiçbir Zaman,Bazen,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Arada Bir,Arada Bir,Arada Bir,Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Yutubdan viydo izledim
0-18,Erkek,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Ev E?yalar?,1-3 Saat,Y?lda birkaç kere,,Y?lda birkaç kere,,Haftada birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,S?k S?k,S?k S?k,Her Zaman,S?k S?k,Arada Bir,Bazen,Arada Bir,Arada Bir,Her Zaman,Her Zaman,Arada Bir,Hiçbir Zaman,Ürün/hizmet hakk?nda bilgi veren internet siteleri;Youtube ürün incelemeleri.,Hay?r,Hay?r,Youtube inceleme videolar?n?z izleyip. Forumlarda al?nmaya de?er mi ba?l?klar?n? okuyup karar verdim.
19-25,Kad?n,?stanbul,Bekar,Lisans,1,E-ticaret,Staj,1,2,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i,Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,3-5 Saat,Y?lda birkaç kere,Haftada birkaç kere,,,,,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,S?k S?k,Her Zaman,Her Zaman,S?k S?k,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,1,Endüstriyel üretim,Yar? Zamanl?,3,4,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim,3-5 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,Y?lda birkaç kere,,,,,Y?lda birkaç kere,Banka Kart?;EFT / Havale;Kap?da Ödeme,Hiçbir Zaman,Bazen,Her Zaman,Her Zaman,Bazen,S?k S?k,Hiçbir Zaman,Bazen,Hiçbir Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,"?nceleme videolar? izledim, yorumlar? okudum, fiyat kar??la?t?rmalar? yapt?m."
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Tablet,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1-3 Saat,Y?lda birkaç kere,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,Y?lda birkaç kere,,,,,,,,,,,,,Y?lda birkaç kere,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Her Zaman,Her Zaman,Hiçbir Zaman,Arada Bir,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,S?k S?k,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,"10 gün kadar bir süre bak?nd?m, fiyat kar??la?t?ran sitelere bakt?m, uygun bir zamanda sat?n ald?m "
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar;Tablet,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar",1 Saatten az,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,,,Ayda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Ayda birkaç kere,Kredi Kart?;Kap?da Ödeme,Arada Bir,Arada Bir,Bazen,Bazen,S?k S?k,Arada Bir,Arada Bir,S?k S?k,Arada Bir,S?k S?k,Arada Bir,S?k S?k,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,1,fuarlarda hosteslik,Yar? Zamanl?,3,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Arada Bir,Bazen,Her Zaman,Bazen,Bazen,Hiçbir Zaman,Arada Bir,Arada Bir,Bazen,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,arkada?lar?ma sordum
19-25,Kad?n,Eski?ehir,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Arada Bir,S?k S?k,S?k S?k,S?k S?k,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim,Hay?r,Evet,
